,s1_open,s2_open
1359,4.478,5.842
1360,4.763,6.291
1361,4.897,6.506
1362,4.986,6.536
1363,4.897,6.428
1364,4.852,6.262
1365,4.772,6.262
1366,4.995,6.496
1367,4.986,6.526
1368,4.906,6.428
1369,5.039,7.073
1370,4.523,6.848
1371,4.371,6.399
1372,4.683,6.838
1373,4.585,6.75
1374,4.567,6.594
1375,4.71,6.877
1376,4.638,6.672
1377,4.594,6.594
1378,4.603,6.594
1379,4.496,6.321
1380,4.46,6.242
1381,4.434,6.252
1382,4.585,6.428
1383,4.576,6.418
1384,4.647,6.594
1385,4.781,6.741
1386,4.736,6.721
1387,4.674,6.584
1388,4.808,6.79
1389,4.861,6.985
1390,4.79,6.79
1391,4.879,6.956
1392,4.63,6.555
1393,4.727,6.721
1394,4.817,6.848
1395,4.781,6.809
1396,4.727,6.731
1397,4.719,6.692
1398,4.692,6.653
1399,4.603,6.467
1400,4.638,6.477
1401,4.63,6.457
1402,4.799,6.809
1403,4.879,7.044
1404,5.021,6.936
1405,4.986,6.985
1406,5.003,7.004
1407,5.075,7.044
1408,4.923,6.877
1409,4.799,6.692
1410,4.914,6.907
1411,4.914,6.848
1412,4.932,6.819
1413,4.968,6.897
1414,5.012,6.936
1415,4.923,6.838
1416,4.897,6.79
1417,4.932,6.819
1418,4.843,6.76
1419,4.549,6.262
1420,4.541,6.291
1421,4.594,6.301
1422,5.19,6.594
1423,5.048,6.594
1424,4.986,6.506
1425,4.977,6.506
1426,4.772,6.321
1427,4.772,6.35
1428,4.683,6.242
1429,4.674,6.223
1430,4.834,6.418
1431,4.799,6.379
1432,4.763,6.34
1433,4.834,6.418
1434,4.799,6.409
1435,4.914,6.536
1436,4.906,6.506
1437,4.959,6.496
1438,4.968,6.389
1439,5.012,6.448
1440,4.781,6.291
1441,4.817,6.516
1442,4.799,6.506
1443,4.763,6.301
1444,4.354,5.813
1445,4.496,5.92
1446,4.594,6.018
1447,4.452,5.754
1448,4.443,5.793
1449,4.407,5.705
1450,4.398,5.754
1451,4.211,5.539
1452,4.345,5.656
1453,4.078,5.227
1454,4.104,5.363
1455,4.202,5.471
1456,4.14,5.314
1457,4.095,5.344
1458,4.095,5.334
1459,4.086,5.344
1460,3.819,4.943
1461,3.917,4.777
1462,3.757,4.572
1463,3.828,4.679
1464,3.739,4.523
1465,3.748,4.582
1466,3.766,4.631
1467,3.819,4.67
1468,3.73,4.504
1469,3.766,4.611
1470,3.908,4.758
1471,4.006,5.275
1472,4.006,5.324
1473,4.033,5.373
1474,4.069,5.344
1475,3.997,5.227
1476,4.033,5.256
1477,3.775,4.846
1478,3.748,4.865
1479,3.677,4.777
1480,3.704,4.865
1481,3.891,5.158
1482,3.908,5.227
1483,4.024,5.461
1484,4.024,5.441
1485,3.926,5.227
1486,3.935,5.295
1487,3.873,5.158
1488,3.953,5.207
1489,3.997,5.324
1490,4.033,5.285
1491,3.944,5.334
1492,4.024,5.383
1493,4.113,5.5
1494,4.131,5.568
1495,4.078,5.549
1496,4.078,5.647
1497,3.989,5.481
1498,4.042,5.568
1499,4.006,5.5
1500,3.971,5.451
1501,4.095,5.588
1502,4.069,5.49
1503,4.104,5.529
1504,4.14,5.549
1505,4.149,5.549
1506,4.051,5.432
1507,4.06,5.52
1508,4.167,5.637
1509,4.158,5.666
1510,4.256,5.764
1511,4.247,5.774
1512,4.158,5.881
1513,4.095,5.744
1514,4.095,5.695
1515,3.917,5.52
1516,3.908,5.441
1517,3.917,5.402
1518,3.9,5.354
1519,3.917,5.412
1520,3.891,5.334
1521,3.846,5.285
1522,3.81,5.295
1523,3.864,5.373
1524,3.873,5.383
1525,3.873,5.373
1526,3.784,5.178
1527,3.668,4.914
1528,3.677,4.904
1529,3.624,4.865
1530,3.65,4.885
1531,3.659,4.885
1532,3.686,4.924
1533,3.65,4.865
1534,3.615,4.806
1535,3.597,4.767
1536,3.624,4.855
1537,3.632,4.855
1538,3.615,4.816
1539,3.624,4.797
1540,3.632,4.826
1541,3.597,4.816
1542,3.597,4.797
1543,3.695,4.973
1544,3.677,4.943
1545,3.686,4.933
1546,3.686,4.953
1547,3.677,4.943
1548,3.668,4.924
1549,3.624,4.865
1550,3.677,4.767
1551,3.65,4.787
1552,3.713,4.885
1553,3.677,4.855
1554,3.686,4.894
1555,3.659,4.885
1556,3.632,4.846
1557,3.641,4.865
1558,3.641,4.836
1559,3.597,4.767
1560,3.632,4.826
1561,3.65,4.846
1562,3.686,4.924
1563,3.668,4.904
1564,3.659,4.914
1565,3.713,5.012
1566,3.748,5.129
1567,3.73,5.1
1568,3.757,5.09
1569,3.739,5.08
1570,3.739,5.1
1571,3.784,5.227
1572,3.819,5.187
1573,3.793,5.197
1574,3.784,5.158
1575,3.748,5.119
1576,3.766,5.109
1577,3.766,5.119
1578,3.757,5.148
1579,3.748,5.129
1580,3.766,5.207
1581,3.784,5.256
1582,3.704,5.08
1583,3.721,5.119
1584,3.721,5.148
1585,3.695,5.168
1586,3.704,5.168
1587,3.713,5.158
1588,3.704,5.158
1589,3.713,5.158
1590,3.73,5.217
1591,3.748,5.256
1592,3.757,5.236
1593,3.748,5.178
1594,3.775,5.246
1595,3.864,5.373
1596,3.891,5.393
1597,3.855,5.373
1598,3.882,5.383
1599,3.926,5.461
1600,3.971,5.354
1601,3.971,5.334
1602,3.9,5.265
1603,3.936,5.197
1604,3.917,5.226
1605,3.908,5.236
1606,3.908,5.207
1607,3.88,5.187
1608,3.862,5.118
1609,3.871,5.158
1610,3.945,5.187
1611,4.028,5.334
1612,4.185,5.471
1613,4.185,5.461
1614,4.12,5.373
1615,4.175,5.422
1616,4.129,5.363
1617,4.102,5.393
1618,4.175,5.52
1619,4.139,5.51
1620,4.194,5.49
1621,4.194,5.481
1622,4.258,5.461
1623,4.24,5.334
1624,4.332,5.353
1625,4.314,5.295
1626,4.286,5.295
1627,4.277,5.363
1628,4.222,5.402
1629,4.231,5.481
1630,4.194,5.422
1631,4.175,5.569
1632,4.166,5.53
1633,4.129,5.441
1634,4.24,5.569
1635,4.185,5.539
1636,4.139,5.539
1637,4.194,5.745
1638,4.231,5.794
1639,4.212,5.715
1640,4.166,5.725
1641,4.157,5.755
1642,4.129,5.852
1643,4.203,5.764
1644,4.166,5.764
1645,4.12,5.715
1646,4.139,5.735
1647,4.157,5.823
1648,4.185,5.823
1649,4.185,5.931
1650,4.249,6.264
1651,4.387,6.224
1652,4.434,6.352
1653,4.553,6.704
1654,4.443,6.596
1655,4.415,6.557
1656,4.498,6.675
1657,4.397,6.577
1658,4.434,6.547
1659,4.47,6.557
1660,4.424,6.459
1661,4.424,6.43
1662,4.443,6.479
1663,4.489,6.635
1664,4.507,6.586
1665,4.378,6.361
1666,4.387,6.312
1667,4.24,6.215
1668,4.212,6.078
1669,4.212,6.127
1670,4.304,6.361
1671,4.286,6.518
1672,4.286,6.508
1673,4.129,6.166
1674,4.139,6.303
1675,4.148,6.312
1676,4.175,6.322
1677,4.203,6.234
1678,4.175,6.087
1679,4.139,6.068
1680,4.157,6.117
1681,4.166,6.117
1682,4.129,5.97
1683,4.166,6.087
1684,4.157,6.038
1685,4.166,5.892
1686,4.212,5.95
1687,4.194,5.97
1688,4.194,6.097
1689,4.222,6.166
1690,4.268,6.43
1691,4.258,6.371
1692,4.323,6.557
1693,4.286,6.469
1694,4.249,6.332
1695,4.212,6.293
1696,4.166,6.342
1697,4.092,6.391
1698,4.12,6.518
1699,4.12,6.489
1700,4.111,6.44
1701,4.157,6.508
1702,4.212,6.606
1703,4.212,6.635
1704,4.194,6.635
1705,4.194,6.733
1706,4.166,6.724
1707,4.222,6.802
1708,4.258,7.037
1709,4.277,6.958
1710,4.295,7.095
1711,4.443,7.183
1712,4.434,7.262
1713,4.415,7.291
1714,4.341,7.095
1715,4.387,7.135
1716,4.36,7.105
1717,4.48,7.174
1718,4.461,7.193
1719,4.535,7.311
1720,4.516,7.311
1721,4.544,7.252
1722,4.461,7.154
1723,4.47,7.144
1724,4.461,7.144
1725,4.461,7.056
1726,4.424,6.988
1727,4.443,7.144
1728,4.507,7.262
1729,4.443,7.242
1730,4.387,7.242
1731,4.424,7.418
1732,4.461,7.467
1733,4.424,7.536
1734,4.544,7.438
1735,4.526,7.321
1736,4.443,7.311
1737,4.443,7.232
1738,4.387,7.252
1739,4.424,7.35
1740,4.434,7.34
1741,4.516,7.467
1742,4.434,7.35
1743,4.452,7.291
1744,4.461,7.321
1745,4.424,7.154
1746,4.609,7.516
1747,4.461,7.183
1748,4.516,7.164
1749,4.48,7.105
1750,4.498,7.135
1751,4.627,7.125
1752,4.544,6.909
1753,4.544,6.909
1754,4.424,6.753
1755,4.36,6.733
1756,4.295,6.655
1757,4.231,6.635
1758,4.231,6.714
1759,4.212,6.802
1760,4.111,6.557
1761,4.139,6.655
1762,4.148,6.821
1763,4.148,6.909
1764,4.129,6.851
1765,4.148,6.87
1766,4.148,6.949
1767,4.129,6.978
1768,4.01,6.792
1769,3.991,6.694
1770,4.037,6.684
1771,3.899,6.459
1772,3.899,6.459
1773,3.963,6.635
1774,3.908,6.538
1775,3.954,6.616
1776,3.973,6.538
1777,3.927,6.567
1778,4.166,6.557
1779,3.963,6.528
1780,3.88,6.518
1781,4.01,6.547
1782,4.046,6.665
1783,4.056,6.802
1784,4.046,6.704
1785,4.019,6.812
1786,4.046,6.802
1787,4.046,6.724
1788,4.046,6.694
1789,4.092,6.841
1790,4.074,6.772
1791,4.083,7.105
1792,4.046,7.144
1793,4.065,7.144
1794,4.046,7.144
1795,4.056,7.174
1796,4.056,7.164
1797,4.074,7.321
1798,4.074,7.428
1799,4.065,7.291
1800,4.065,7.418
1801,4.074,7.614
1802,4.148,8.084
1803,4.157,8.152
1804,4.166,8.015
1805,4.157,7.976
1806,4.139,7.966
1807,4.166,7.869
1808,4.139,7.937
1809,4.157,8.015
1810,4.139,7.751
1811,4.148,7.81
1812,4.194,8.094
1813,4.166,7.859
1814,4.148,7.78
1815,4.212,7.663
1816,4.323,7.859
1817,4.194,7.722
1818,4.304,8.006
1819,4.387,8.28
1820,4.36,8.192
1821,4.424,8.26
1822,4.443,8.309
1823,4.36,8.368
1824,4.36,8.299
1825,4.341,8.162
1826,4.332,8.113
1827,4.424,8.329
1828,4.424,8.514
1829,4.415,8.417
1830,4.507,8.466
1831,4.507,8.632
1832,4.563,8.671
1833,4.516,8.661
1834,4.516,8.612
1835,4.434,8.28
1836,4.295,7.878
1837,4.36,8.025
1838,4.341,7.976
1839,4.351,7.947
1840,4.351,8.006
1841,4.351,8.015
1842,4.406,8.084
1843,4.397,8.103
1844,4.378,7.947
1845,4.387,7.937
1846,4.416,8.103
1847,4.454,8.309
1848,4.416,7.741
1849,4.378,7.898
1850,4.349,7.662
1851,4.368,7.613
1852,4.368,7.604
1853,4.349,7.594
1854,4.378,7.623
1855,4.359,7.682
1856,4.349,7.623
1857,4.368,7.545
1858,4.368,7.476
1859,4.368,7.653
1860,4.378,7.604
1861,4.387,7.535
1862,4.397,7.662
1863,4.359,7.623
1864,4.34,7.564
1865,4.311,7.496
1866,4.273,7.29
1867,4.216,7.173
1868,4.235,7.182
1869,4.264,7.398
1870,4.264,7.359
1871,4.321,7.564
1872,4.397,7.604
1873,4.444,7.633
1874,4.454,7.613
1875,4.454,7.643
1876,4.492,7.76
1877,4.444,7.839
1878,4.454,7.751
1879,4.397,7.809
1880,4.311,7.623
1881,4.359,7.682
1882,4.425,7.702
1883,4.406,7.81
1884,4.444,7.987
1885,4.464,8.154
1886,4.435,8.095
1887,4.378,8.124
1888,4.416,8.056
1889,4.387,7.957
1890,4.292,7.702
1891,4.264,7.712
1892,4.311,7.663
1893,4.33,7.761
1894,4.33,7.908
1895,4.33,7.957
1896,4.368,8.36
1897,4.349,8.498
1898,4.292,8.35
1899,4.273,8.203
1900,4.264,8.341
1901,4.226,8.419
1902,4.207,8.655
1903,4.264,8.665
1904,4.245,8.547
1905,4.188,8.252
1906,4.188,8.233
1907,4.178,8.144
1908,4.207,8.321
1909,4.235,8.92
1910,4.188,8.881
1911,4.188,8.861
1912,4.168,8.763
1913,4.026,8.773
1914,4.045,8.871
1915,4.035,8.655
1916,4.035,8.459
1917,4.073,8.635
1918,4.035,8.341
1919,4.045,8.282
1920,4.064,8.321
1921,4.045,8.262
1922,4.064,8.37
1923,4.083,8.37
1924,4.054,8.026
1925,4.073,8.242
1926,4.054,8.419
1927,4.073,8.39
1928,4.235,8.832
1929,4.207,8.822
1930,4.235,8.851
1931,4.235,8.999
1932,4.321,9.284
1933,4.302,9.294
1934,4.283,9.254
1935,4.34,9.461
1936,4.435,9.657
1937,4.416,9.529
1938,4.387,9.51
1939,4.349,9.068
1940,4.33,9.136
1941,4.292,9.107
1942,4.359,9.51
1943,4.33,9.117
1944,4.444,9.52
1945,4.387,9.235
1946,4.425,9.244
1947,4.425,9.48
1948,4.397,9.392
1949,4.425,9.628
1950,4.406,9.687
1951,4.292,9.136
1952,4.283,8.94
1953,4.273,8.96
1954,4.14,8.94
1955,4.102,8.94
1956,4.14,9.146
1957,4.111,9.244
1958,4.064,8.576
1959,4.035,8.252
1960,3.969,8.105
1961,4.035,8.213
1962,4.026,8.183
1963,4.054,8.301
1964,4.073,8.517
1965,4.083,8.459
1966,4.121,8.626
1967,4.073,8.272
1968,4.045,8.026
1969,4.054,8.007
1970,4.045,8.007
1971,4.054,8.026
1972,4.092,8.282
1973,4.092,8.272
1974,4.121,8.311
1975,4.13,8.38
1976,4.14,8.409
1977,4.102,8.124
1978,4.073,8.124
1979,4.064,8.183
1980,4.064,8.095
1981,4.045,8.036
1982,4.045,8.124
1983,4.035,8.056
1984,3.95,7.702
1985,3.94,7.81
1986,4.007,7.908
1987,3.969,7.781
1988,3.978,7.663
1989,4.035,7.751
1990,4.045,7.8
1991,3.978,7.938
1992,4.016,7.997
1993,3.988,7.908
1994,3.959,8.105
1995,3.997,8.213
1996,3.988,8.38
1997,3.988,8.498
1998,3.988,8.35
1999,3.978,8.203
2000,3.978,8.252
2001,3.959,8.203
2002,3.969,8.115
2003,3.931,8.115
2004,3.931,8.35
2005,3.969,8.409
2006,3.969,8.724
2007,3.959,8.596
2008,3.988,8.576
2009,3.988,8.35
2010,4.016,8.537
2011,4.026,8.419
2012,4.045,8.478
2013,4.045,8.576
2014,4.045,8.655
2015,4.073,8.586
2016,4.035,8.35
2017,4.045,8.4
2018,4.102,8.626
2019,4.073,8.576
2020,4.064,8.517
2021,4.102,8.626
2022,4.102,8.517
2023,4.092,8.449
2024,4.054,8.262
2025,4.045,8.075
2026,4.035,8.124
2027,4.007,8.144
2028,3.95,8.154
2029,3.902,7.918
2030,3.959,7.908
2031,3.997,7.977
2032,4.007,8.016
2033,3.988,8.007
2034,4.007,8.095
2035,3.997,8.036
2036,3.931,7.977
2037,3.921,8.124
2038,3.997,8.576
2039,3.959,8.468
2040,3.969,8.508
2041,3.912,8.341
2042,3.807,8.321
2043,3.845,8.233
2044,3.816,8.468
2045,3.912,8.891
2046,3.864,8.537
2047,3.873,8.596
2048,3.864,8.626
2049,3.854,8.4
2050,3.902,8.773
2051,3.845,8.4
2052,3.883,8.449
2053,3.845,7.997
2054,3.835,7.967
2055,3.788,7.889
2056,3.845,8.105
2057,3.807,8.016
2058,3.769,8.056
2059,3.835,8.262
2060,3.826,8.282
2061,3.835,8.174
2062,3.826,8.134
2063,3.807,8.203
2064,3.807,8.282
2065,3.816,8.4
2066,3.873,8.842
2067,3.921,8.91
2068,3.969,8.989
2069,3.959,8.871
2070,3.978,8.822
2071,3.969,9.235
2072,3.978,9.215
2073,3.902,8.901
2074,3.873,8.969
2075,3.845,8.675
2076,3.826,8.989
2077,3.95,9.333
2078,3.94,9.303
2079,3.959,9.362
2080,3.95,9.264
2081,3.969,9.382
2082,3.969,9.244
2083,3.883,8.999
2084,3.921,9.136
2085,3.883,8.91
2086,3.912,8.97
2087,3.931,9.06
2088,3.921,8.85
2089,3.95,8.93
2090,3.96,9.16
2091,3.99,9.3
2092,3.98,9.22
2093,3.96,9.25
2094,3.87,8.87
2095,3.85,8.94
2096,3.82,8.96
2097,3.83,9.05
2098,3.76,8.81
2099,3.74,8.75
2100,3.72,8.68
2101,3.69,8.62
2102,3.71,8.62
2103,3.72,8.73
2104,3.73,8.25
2105,3.69,8.19
2106,3.64,8.22
2107,3.67,8.48
2108,3.71,8.62
2109,3.72,8.68
2110,3.74,8.71
2111,3.74,8.71
2112,3.75,8.92
2113,3.74,8.94
2114,3.71,8.75
2115,3.63,8.77
2116,3.62,8.52
2117,3.58,8.31
2118,3.32,8.14
2119,3.32,8.3
2120,3.26,8.32
2121,3.27,8.25
2122,3.25,8.18
2123,3.18,7.52
2124,3.26,7.88
2125,3.36,8.19
2126,3.29,8.0
2127,3.26,7.8
2128,3.32,8.02
2129,3.28,7.9
2130,3.24,7.64
2131,3.3,7.74
2132,3.37,8.03
2133,3.43,8.1
2134,3.45,8.11
2135,3.45,8.11
2136,3.46,8.16
2137,3.45,8.17
2138,3.44,8.06
2139,3.4,8.02
2140,3.53,8.13
2141,3.62,8.21
2142,3.65,8.23
2143,3.72,8.23
2144,3.74,8.15
2145,3.74,8.12
2146,3.66,7.93
2147,3.68,7.96
2148,3.73,7.96
2149,3.52,7.8
2150,3.59,7.86
2151,3.62,7.85
2152,3.63,8.02
2153,3.56,7.91
2154,3.61,8.17
2155,3.71,8.21
2156,3.71,8.15
2157,3.73,8.14
2158,3.63,8.11
2159,3.69,8.19
2160,3.64,8.21
2161,3.63,8.23
2162,3.65,8.35
2163,3.69,8.51
2164,3.66,8.45
2165,3.68,8.61
2166,3.64,8.6
2167,3.63,8.52
2168,3.6,8.52
2169,3.65,8.45
2170,3.65,8.49
2171,3.6,8.37
2172,3.62,8.5
2173,3.58,8.35
